source,title,description,link
The Guardian,Hungary’s incoming PM seeks Polish help to renew EU relations,"The Hungarian election winner, Péter Magyar, is eyeing a special relationship with Poland’s prime minister,Donald Tuskto draw on the neighbouring country’s experience of repairing relations with the EU after years of illiberal rule. Since 1989, the two countries have seemingly shared parallels in their paths. Now the two centre-right, pro-European leaders preside over the tricky task of restoring the rule of law and improving state institutions after years of democratic backsliding and clashes with the EU. The leaders spoke on election night, with a jubilant TuskcallingMagyar from Korea: “I’m so happy. I think I am even happier than you, you know?” Tusk told reporters the next morning: “First Warsaw, thenBucharest,Chișinău, and now Budapest. This part of Europe is showing that we are not condemned to corrupt and authoritarian rule.” Visibly relieved, he added: “A weight has been lifted off my shoulders, because I was worried until the very end.” Magyar swiftly repaid the compliments. Speaking at a press conference with Hungarian flags flanked by EU flags, he spoke about a “special relationship” withPoland, and picked Warsaw for his first foreign trip in office. He also confirmed plans to move quickly against two former Polish ministers hiding in Budapest from prosecution over alleged abuses of power, saying they should not “go and buy furniture in Ikea, because they are not staying long”. The ministers had served in Poland’s rightwing Law and ​Justice (PiS) government, which lost power to Tusk’s Civic Coalition in 2023. On Friday, it emergedthe new parliament could be inaugurated and Magyar sworn in on 9 May, which is celebrated by the EU as “Europe Day”. The partnership between the two leaders could play a pivotal role in bringing Budapestback to the main fold of European politics. Once Magyar replaces the outgoing leader, Viktor Orbán, at the European Council, Tusk will become the most experienced leader at the table. His support and counselcould prove helpful in talks with the bloc. On Friday, EU officials held their first informal talks with the incoming administration in Budapest.Brussels will wantMagyar to drop Hungary’s block on a €90bn loan to Ukraine and to agree new sanctions against Russia as an early signal of political realignment. Hungary will also be expected to meet several conditions related to its institutions, judiciary system, checks on corruption, asylum laws and academic freedoms. Behind the scenes, Polish and Hungarian officials are already talking about how Poland’s recent efforts to reverse years of illiberal rule could apply to Hungary. In 2023, the Civic Coalitionoustedthe rightwing populist PiS, and managed to successfully unlock billions in frozen EU funds. The informal talks, launched in early 2026, months before the election, were “essentially about salvaging as much as possible of what would be otherwise lost under Orbán”, said one senior Polish official involved in the process. But the clock is ticking as Hungary will have to hit its “super milestones” by the end of August to access the first tranche of €10.4bn. About €2.12bn has already been lost permanently. The Polish officials, granted anonymity to talk about the confidential process, said they hoped swift progress could be made, but told their Hungarian partners “promises will not be enough; they will have to actually change things - and quickly”. One source said: “There is always a political element to these talks, but there is no way around the fa",https://www.theguardian.com/world/2026/apr/18/hungary-peter-magyar-donald-tusk-poland-europe
The Guardian,‘It feels like death is certain’: lives and limbs lost to crocodile attacks on the banks of Kenya’s rising Lake Turkana,"Ng’ikalei Loito was walking out of the warm waters of Lake Turkana on a sunny afternoon, having just finished swimming with her two sisters-in-law, when she suddenly felt the crushing force of a crocodile’s bite on her legs. In excruciating pain, she instinctively clung to a partially submerged tree that was within reach and screamed for help, as the crocodile tried to drag her under the water. Loito’s thoughts raced to her five children. She wondered who would take care of them if she died. “When a crocodile attacks, it feels like death is certain,” she said. As shouting villagers waded into the water, eventually the crocodile let go of Loito’s legs, which were now bloody and badly mangled. She was carried out and taken to hospital, a three-hour drive away, in a police vehicle. Attacks on people living along Lake Turkana in north-westKenyahave become common in recent years as rising water levels shift the habitats of Nile crocodiles – predators that can grow up to six metres (20ft) long and weigh up to 900kg (2,000lb) – closer to human settlements. The attack on Loito took place in December 2024 in Lowarengak town on the western side of the lake, near the Ethiopian border. Medics at the hospital plastered one leg and put an external fixator on the other. However, the following afternoon they found that both her legs were turning green and only one of her toes was responsive, so they decided to amputate them. “The legs were completely destroyed,” the 33-year-old recalled in an interview earlier this month that took place at her home in Kalokol town, her tricycle parked nearby. Loito used to cook and sell mandazi, a fried dough, in the town to support her family. She now depends on assistance from her mother and other relatives she lives with. “My life has totally changed. I am not able to do anything now,” she said. Lake Turkana, the world’s largest permanent desert lake, is one of eight major lakes along the Kenyan part of the Rift Valley, a geographic depression stretching 4,000 miles (6,500km) from Lebanon to Mozambique. In 2021a government reportfound that the lake’s total surface area had expanded by about 10% over the previous decade. Many rely on Lake Turkana, the world’s largest alkaline lake, to catch fish for consumption and sale inside and outside Kenya. The rising water levels in many of Kenya’s Rift Valley lakes have displaced tens of thousands of people and submerged homes, schools, farms, hospitals and infrastructure. Researchers have attributed the rise to various factors. The same 2021 report said the primary explanation was increased rainfall caused by the climate crisis. It also linked the phenomenon to tectonic movement in the Rift Valley. Another report that year, by the UN environment programme, said climate change may make the flooding of Lake Turkana more frequent over the next two decades. Elijah Chege, county warden for Turkana at the KenyaWildlifeService (KWS), said the overflow had brought crocodiles closer to human settlements. The animals have now established new nesting and hunting grounds along the altered shorelines, which has increased the likelihood of attacks on people, he said. Traditional fishing practices, such as the use of logs as boats, also expose communities to heightened risk of attacks, Chege added. Chege said that to address the problem, KWS conducts awareness campaigns in communities to teach people about high-risk areas and crocodile behaviour, adding that the agency also recruits local s",https://www.theguardian.com/world/2026/apr/17/crocodile-attacks-kenya-lake-turkana-rising-water
The Guardian,Intemperate Trump brings chaos and confusion to Iran talks,"Donald Trump’s decision to send US officials to Islamabad for further talks on Monday with Iran just 24 hours afterIran once again closed the strait of Hormuzwill signal to Tehran that the strategic waterway remains a bargaining asset beyond parallel. It will also confirm in Iran’s eyes that the US president’s chaotic approach to diplomacy doubles the need for Tehran to act calmly and strategically – two competencies it believes he totally lacks. Such is the distrust and fog surrounding relations between Iran and the US that no one can know whether Trump – after meetings in the Situation Room on Saturday – has once again decided to use diplomacy as a giant smokescreen prior to a further military attack on Iran once the ceasefire expires on Wednesday. At a minimum it is undeniable that the run-up to a proposed second round of talks in Islamabad has been far from propitious, partly because an impatient Trump repeatedly misunderstands the need to proceed sequentially or take account of the sensitivities on the Iranian side. Iranian state media reported on Sunday night thatIran would not join the peace talks, with the country’s official news agency, IRNA, writing that the country’s decision to stay away “stems from what it called Washington’s excessive demands, unrealistic expectations, constant shifts in stance, repeated contradictions, and the ongoing naval blockade, which it considers a breach of the ceasefire”. Iran’s three demands before entering another round of talks were a ceasefire in Lebanon, an end to the US blockade on Iranian ports and progress on Iranian asset releases. Iran and the mediators in Pakistan saw this as a traditional diplomatic step-by-step reciprocal process whereby one confidence-building measure from one side would lead to another on the other side. As a result, the imposition on Israel of the two-week ceasefire in Lebanon by Trump was regarded as significant by Iran, and was due to lead to a reciprocal partial lifting of the Iranian chokehold on the strait of Hormuz – a step announced somewhat clumsily by the Iranian foreign minister, Abbas Araghchi, in a tweet on Friday morning. In return it was expected that Trump would lift the US blockade of Iranian ports, and the momentum surrounding the virtuous circle would build. But in a series of tweets on Friday Trump kept the blockade in place, claimed Iran had completely lifted the restrictions on tanker traffic in the strait, and for good measure said Iran had agreed to hand over Iran’s stockpile of highly enriched uranium to the US for safe keeping. In short, he gave the impression that Iran had surrendered. The backlash that followed in Tehran on Friday was inevitable, and whether there was a genuine split between the foreign ministry and the Islamic Revolutionary Guard Corps leadership or simply misapprehension due to Trump’s mischaracterisation of what Araghchi had said is unclear. What matters is that clarifications were issued by the Iranian foreign ministry on Friday and the leader of Iran’s delegation to Islamabad, Mohammad-Bagher Ghalibaf, in a TV interview on Saturday. Ghalibaf accused Trump of telling lies, but said the door to diplomacy was not closed. Once it became clear Trump was not lifting the blockade, Iran said on Saturday that the strait was fully closed again and the brief conditional reopening had ended. Trump on Sunday could have responded by insisting no further negotiations with Iran were possible. He could have claimed Iran was shooting ",https://www.theguardian.com/world/2026/apr/19/intemperate-trump-brings-chaos-and-confusion-to-iran-talks
The Guardian,‘It’s sacred to us’: register of Bounty mutineer’s descendants returns to South Pacific,"It is a book that records the 19th-century descendants of some of the most notorious troublemakers in naval history: the sailors responsible for the mutiny on the Bounty. Now, the Pitcairn Register – a handwritten volume that registered the births, marriages and deaths of the children, grandchildren and great-grandchildren of the mutineers and the Tahitian women they enslaved – is finally returning home to theSouth Pacific. After seizing control of HMS Bounty in 1789 and kidnapping some Polynesian women from Tahiti, nine of the mutineers arrived on the uninhabited Pitcairn Island in 1790 and decided to hide there from theRoyal Navy. They brought along 12 Polynesian women, a 10-month-old Polynesian girl and six Polynesian men, who they forced into slavery. When the sailor George Hunn Nobbs visited the island nearly 40 years later, he found the offspring of the mutineers had formed a devout Christian community. an English shipwright, John Buffett, had joined them and was recording all their births, marriages and deaths in the register. Nobbs later took on the task himself. The register got wet in 1854, so Nobbs gave it away to an acquaintance in England, noting that the “dilapidated” handwritten manuscript might “amuse” his friend “over his after-dinner toast and water”. It was later donated to the National Maritime Museum, in London. Now, the museum is lending the register to theNorfolk Island Museum Trust(NIMT) so it can go on display on Norfolk Island, a remote island governed by Australia in the South Pacific Ocean, for the first time. More than 25% of the 2,188 people who live on Norfolk Island can trace their ancestry to the mutineers, and some descendants made a formal request and crowdfunded about A$26,000 (£13,700) to bring the register “home” for the island’s annualBounty Day celebrationson 8 June. “It’s a foundational document of the Pitcairn and Norfolk Island people,” said the NIMT chair, Dr Pauline Reynolds. She is descended from six of the mutineers and their Polynesian spouses, including the mutiny instigator, Fletcher Christian, and his wife, Mauatua, and has researched the histories of the women on Pitcairn and Norfolk Islands. Historically, she said, “there’s been quite a male narrative about the Bounty. But the Pitcairn Register tells the story of us, the women, as well”. Without the skills of the Indigenous women, who knew how to make cloth, cultivate local crops and administer herbal medicines, the community would have struggled to survive. The mutineers treated the highly educated, landowning Tahitian men they had brought with them “like slaves”, she said, leading to conflict and murder: by 1794, the register shows all six of the Polynesian men and five of the mutineers were dead. “In amongst that, you’ve got mothers trying to protect their children. At one stage, according to the register, the women built a raft to escape, but of course it failed and fell apart.” By 1808, when a passing whaling ship made contact with the community after 18 years of isolation, only one mutineer was still alive, along with 10 Tahitian women and the first generation of children on the island. The register revealed how “extraordinarily resilient” and resourceful they were to survive, said Helen Mears, the head of curatorship at the National Maritime Museum, and it added to the complexity of stories about the mutiny on the Bounty. The experiences of Polynesian men and women had been erased from a narrative about an “iconic historical mo",https://www.theguardian.com/world/2026/apr/19/pitcairn-register-bounty-mutineers-descendants-returns-south-pacific
The Guardian,‘A defeat for Putin’: Ukrainians hope Magyar’s victory will mark new era with Hungary,"Like many Ukrainians, Oleh Kupchak was delighted when Péter Magyar won Hungary’s election last weekend,ending Viktor Orbán’s 16-year grip on power. “We were euphoric. Everyone was following the results closely. There were toasts,” said Kupchak, who has visited Budapest several times. “We didn’t love Orbán,” he added. Ukraine celebrated Orbán’s landslide defeat in a series of jokes and memes. Several likened him to theStar Wars character Jabba the Hut, and shared animage of Orbán fleeing from a drone. Others portrayed him sitting on a bench in Russia, alongside Ukraine’s pro-Kremlin former president Viktor Yanukovych, and his exiled Syrian counterpart Bashar al-Assad. The widespread joy that greeted the ousting of Orbán and his Fidesz party was hardly surprising. Hungary’s outgoing prime minister – the Kremlin’s biggest and most disruptive supporter inside the EU – ran a vociferously anti-Ukrainian election campaign. He accused Kyiv ofplotting to sabotage key energy installations, and of threatening him and his family with physical violence. Recently Kyiv’s already brittle relations with Budapest haddescended into open hostility. In late January a Russian drone set fire to the Druzhba pipeline, which supplies Russian oil to Hungary and Slovakia. Orbán claimed Volodymyr Zelenskyy was deliberately delaying repairs, causing a fuel shortage in Hungary, in order to damage Fidesz’s re-election chances. In the run-up to the poll, Hungarian voters encountered billboards showing Zelenskyy begging for money from the EU. Other posters featured photos of Ukraine’s president next to Magyar. The opposition leader and his Tisza party were accused of trying to dragHungaryinto the fighting in Ukraine, and being a part of a Brussels-backed “pro-war lobby”. Ukrainian politicians and analysts welcomed Magyar’s victory, but downplayed expectations of a quick thaw in relations between the two previously embittered countries. Oleksandr Merezhko, the head of the foreign affairs committee in Ukraine’s parliament, said he felt “cautiously optimistic”. “A unique window of opportunity is now opening up for Ukrainian-Hungarian relations,” he told the Guardian. Merezhko interpreted Hungary’s election results as “on the whole a win for Ukraine”, since they represented “a strategic defeat for Putin”. “Putin had hoped to form an anti-Ukrainian coalition inEuropeled by Orbán, which would also include Slovakia and the Czech Republic. Putin’s plan has failed. Without Orbán in power, such a coalition will not form,” he said. Magyar is expected to liftOrbán’s veto on €90bn in EU aid to Ukraine, once his government is sworn in early next month. Kyiv badly needs the money. Hungary is also expected to drop its opposition to new sanctions against Russia. With Orbán gone, Brussels will unlock EU funds earmarked for Hungary suspended because of democratic backsliding. Merezhko described Hungary’s new leader as more “constructively minded” than his pro-Russian predecessor and “not anti-European”. The deputy, however, warned that all bilateral issues could not be resolved “automatically and quickly”. “Magyar now needs to show Europe that his policy will not be a continuation of Orbán’s. And here, the issue of Ukraine is key,” he said. One potential dispute is over Ukraine’s EU accession. Magyar has said he would not oppose Kyiv joining the bloc, but rejects fast-track membership for Ukraine, and says the issue should be put to a referendum. Another is the status of Ukraine’s ethnic ",https://www.theguardian.com/world/2026/apr/18/ukraine-hungary-election-magyar-orban-europe
The Guardian,Norwegian politicians hope Epstein files inquiry will restore faith in democracy ,"The Epstein files have shaken Norway’s faith in democracy, the head of the Norwegian parliament’s oversight committee has said, as a sprawling investigation into the connections between its foreign office and the late sex offender gets under way. An independent commission to look into information brought to light by the Jeffrey Epstein documents released by the US Department of Justice was launched on Wednesday after the Norwegian parliamentvoted unanimouslylast month for it to be set up. The commission has been instructed to go back more than 30 years, to include the lead-up to the 1993-95 Oslo accords, examining relationships between Epstein and his network and current or former Norwegian politicians and civil servants. The commission will look at whether these relationships had any “consequences for Norwegian interests and security”. It is also mandated to look at Norwegian campaigning for leadership positions in international organisations and the allocation of development aid and other public funding to them. Therelease of the Epstein files in Januarysent shockwaves through Norway after several figures across the foreign office and royal family were named in them. Per-Willy Amundsen, the chair of the standing committee on scrutiny and constitutional affairs in parliament, which appointed the independent investigation into the Epstein files, said Norwegians typically saw themselves as “an open and democratic and well- functioning society without corruption”. But the Epstein files had damaged trust in politicians in the eyes of most people, he added. “So in a sense it has struck us very hard. And therefore we are completely dependent on having to try to build that trust again,” he said. “And therefore it is very important to have a completely independent commission that gets very free hands, protection by law, to find the facts and present them to the Storting [parliament].” Several police investigations are already under way, and the commission will pass on any relevant information they discover to the police. Amundsen, who is a member of the far-right Progress party (Fremskrittspartiet), said: “It is very central people in the Norwegian political establishment [who are named in the Epstein files] and we have to find out how deep this runs. And also find all the facts so that people can rebuild their trust in Norwegian institutions.” There are fears the Epstein files could have an impact on Norway’s international reputation as a peace broker and advocate of peace. “This is very much something that should worry, and worries many, in Norway,” said Amundsen. “We have had this reputation internationally and this is a case that may change that view of Norway. But also, therefore, it is very important to find the facts and pursue the truth, to get that trust in the people, but also in foreign relations.” The commission will not, however, be looking into crown princess Mette-Marit’s involvement with Epstein, which the constitution stipulates is not a matter for parliament. But, Amundsen said, their findings may well have political ramifications, particularly for the ruling Labour party. “They have been the party that has been most in government since the last world war, they have a broad network of people in diplomacy and have been ruling the ministry of foreign affairs for very many years,” he added. Speaking last month, the Labour prime minister, Jonas Gahr Støre, said the Epstein files hadclearly shown“it is possible to buy and abuse in",https://www.theguardian.com/world/2026/apr/18/jeffrey-epstein-files-shaken-norway-faith-in-democracy-oversight-committee
The Guardian,"US spending on ‘reckless’ Iran war could have saved 87m lives, says UN","The $2bn (£1.5bn) a week thatDonald Trumpwas spending on his reckless war in Iran could have funded saving more than 87 million lives, the head of the UN’s humanitarian agency, Tom Fletcher, said on Monday. He also warned the normalisation of violent language, such asthreatening to bomb Iran back to the stone ages, was very dangerous since it encourages every “wannabe autocrat” to use similar threats and tactics, including the destruction of civilians and civilian infrastructure. Speaking at Chatham House in London, Fletcher, a former UK diplomat and adviser on foreign policy to successive prime ministers, also accused British politicians of forming a circular firing squad for more than 10 years which has left the UK in a “defensive crouch”. The scale of the recent UK aid cuts had been so severe that people giggle at conferences where the UK claims to be thought leaders on the subject, he said, before later adding the judgment might seem harsh. Fletcher, the undersecretary-general for humanitarian affairs and emergency relief coordinator and head of the Office for the Coordination of Humanitarian Affairs, is wrestling with a humanitarian aid funding crisis he described as cataclysmic, amounting to a 50% cut in his budget. This is driven not just by the US but also by international cuts to overseas aid driven by a mix of ideology and demands from defence budgets. He said the war in Iran was having a ripple effect across the globe and predicted that, with food and fuel inflation reaching close to 20%, “we will feel the impact for years in sub-Saharan Africa and east Africa pushing way more people into poverty”. Fletcher said: “For every day of this conflict, $2bn is being spent. My entire target for a hyper-prioritised plan to save 87 million lives is $23bn. We could have funded that in less than a fortnight of this reckless war. Now, of course, we cannot.” Fletcher’s budget is about $10bn short of his target of $23bn. He added: “The idea suddenly that it is OK to say, ‘We are going to blow stuff up, we are going to bomb you back to the stone ages, destroy your civilisation’ – normalising that kind of language is really dangerous. “It gives more freedom to all the other wannabe autocrats round the world to use that sort of language and those sort of tactics, targeting civilian infrastructure and civilians in a way that completely breaches international law.” He described UN relations with the Trump administration as “an absolute rollercoaster ride”, but said he had made some progress in convincing the US president’s team that it is “not just a bunch of woke, incompetent, useless, exhausted bureaucrats”. “There is a difference between statecraft and ‘real-estatecraft’,” he said. “Most of the guys I am working with [in the Trump administration] are people with a real estate background. It is a different approach to the world. “For statecraft people, the handshake comes at the end of the process after you do all of the work. Real estatecraft do the handshake first, ‘Do I trust this person?’ and then, ‘Let’s go do the agreement’ … it places much more emphasis on the personal relationships, asking, ‘Is this a person I can work with?’ They are less interested in institutions, so walking in with a UN flag does not help you.” He added: “The statecraft people, we love certainty, stability and process – look at what we have designed in terms of protocol, maps and flags. We love that order. “For the Trump administration, they think disorder is more ",https://www.theguardian.com/world/2026/apr/20/us-spending-on-reckless-iran-war-could-have-saved-87m-lives-says-un
The Guardian,‘It’s a powder keg’: Romania leads EU measles cases as vaccination rates collapse,"By 10am on a spring day, the corridor of the clinic in the Transylvanian town of Săcele was already crowded with parents and children. They were all waiting to see Dr Mirela Csabai, one of just seven general practitioners serving a population of more than 30,000. Most of the cases that morning were routine: colds, checkups, chronic conditions. The calm, however, is recent. In 2024, a measles epidemic tore through this community and left one unvaccinated toddler dead. “As long as vaccination rates remain low, it’s a powder keg,” says Csabai. “Once an epidemic starts, it is already too late to vaccinate. We need to act now.” Romania is facing the worst measles crisis in the EU. The country has had four epidemics of the illness since 2005, each separated by only a few years of fragile calm. Between 2023 and 2025, it recorded more than 35,000 cases and at least 30 deaths, most of them infants too young to be vaccinated, infected by older, unvaccinated children. About 87% of all measles cases in the EU were reported in Romania in 2024; the next most affected country, Italy, recorded just over 1,000. Measles can cause serious complications, especially in children and infants, who can develop pneumonia and in some cases encephalitis. The crisis has a single, measurable root: a collapse in vaccination. The first dose for theMMRvaccine is recommended at between 14 and 18 months, and while coverage rises to 81% by the later age (from just 47.4% at 14 months), it still falls well short of the 95% threshold needed for herd immunity. Uptake of the second dose at five is just over 60% nationally and as low as 20% in some communities, according to the National Institute of Public Health. Romania’s MMR rate stood above the European average of 93% in 2010 but has been falling ever since, a decline that accelerated after the Covid-19 pandemic. “It’s absolutely insufficient for measles,” says Dr Aurora Stanescu, an epidemiologist at the institute. “A firm political commitment to limit the number of deaths is necessary. This is a national security issue.” Casandra Stoica, 25, entered Csabai’s consultation room with three of her children. Two of her older daughters, now aged five and eight, contracted measles during the 2024 outbreak, when Brașov county became the hardest hit in Romania, recording the highest number of cases and four child deaths. There was no space at the local hospital at the time so Stoica had to travel to a neighbouring county to find care. “I got scared when the girls fell ill and now I want to vaccinate them all,” she says. But even when parents are convinced, access remains a barrier. Stoica is part of Romania’s Roma community and lives with her husband and four children in two rooms with no access to running water or electricity. These precarious conditions make it difficult for her to attend appointments or keep up with vaccination schedules. “The decision not to vaccinate doesn’t always come from the parents,” says Gabriela Alexandrescu, a country director for Save the Children. The organisation sounded the alarm in early March, saying Romania was facing “its worst vaccination crisis in decades”. The causes, Alexandrescu says, are also structural: poverty, medical deserts and GPs without the time or resources to counsel hesitant families. Vaccination is not mandatory in Romania. In 2015, responsibility for administering vaccines was shifted exclusively to GPs, increasing bureaucracy and piling pressure on to an already stretched s",https://www.theguardian.com/world/2026/apr/18/romania-eu-measles-cases-vaccination-rates-collapse
The Guardian,"As Meloni’s hold over Italy weakens, a progressive challenger gathers momentum","A failed referendum on a judicial overhaulpierced prime minister Giorgia Meloni’s aura of invincibility, triggering government resignations and leaving her scrambling to restore credibility. At the same time,her once special relationship with Donald Trump has frayedafter the US president publicly scolded her this week for criticising his broadside against Pope Leo and for not supporting the US-Israeli war on Iran. As the drama played out in Rome, a very different scene was taking shape in the northern Italian city of Genoa. More than 20,000 people filled the central Piazza Matteotti last weekend for a free performance by the award-winning Belgian techno DJ Charlotte de Witte. It was more than just a party. Dancing on stage with De Witte was Genoa’s sunglasses-clad mayor, Silvia Salis, a former Olympic hammer thrower widely mooted as a plausible challenger to Meloni in the next general election. Footage of the event rapidly circulated online, amplifying Salis’s profile. “She’s been a breath of fresh air,” said Giulia Bianchi, a business consultant from Genoa. “She’s especially well liked for injecting some youthful energy into a dormant and demographically old city.” Salis, 40, was elected mayor of Genoa less than a year ago, clinching a key victory for the opposition in the sprawling port city, which had previously been under rightwing rule for eight years. A progressive unaffiliated to any party, she held a senior role at Italy’s Olympic Committee before being asked to stand for mayor by an alliance of leftwing and centrist forces. Her success immediately positioned her as a potential unifier at national level. Although the opposition has been invigorated by Meloni’s referendum setback, which many saw as a broad rejection of her government, it remains fragmented and has no clear leader to credibly take on the prime minister in the next election, which is due to take place before October 2027. Elly Schlein, who heads the Democratic party, the biggest opposition party, and Giuseppe Conte, the former prime minister who leads the Five Star Movement, are expected to fight it out in primaries once the alliance has agreed to a programme. But neither of them hold much appeal among Italian voters as potential prime ministers. Salis, who competed in two Olympics and has the five-circle logo tattooed on her neck, had promised to complete her mandate as mayor, but in a recentinterview with Bloombergappeared open to entering the playing field. “It’s clear I can’t escape this national attention, I can’t dodge the questions. It’s an interesting thing, it flatters me,” she said. Although she said she would not take part in any primaries, she would contemplate leading the opposition if asked. “In the face of a unifying request I can’t say I wouldn’t even consider it. That’d be lying.” The techno party didn’t happen by chance. Genoa’s council footed the bill as part of Salis’s strategy to use public space for free events to promote social inclusion and urban renewal, especially for younger residents. The party was also symbolic, contrasting with Meloni’s “anti-rave” decree, which clamped down onunauthorised gatheringsin one of the first laws enacted by her government after coming to power in October 2022. Since becoming mayor, Salis’s other priorities have included revitalising the economy of the once-powerful maritime republic, improving public transport and combating crime. Salis raised her profile through her participation in protests last autumn aga",https://www.theguardian.com/world/2026/apr/18/giorgia-meloni-hold-weakens-italy-silvia-salis-genoa-mayor
The Guardian,Trump and Tehran’s series of mismanaged posts stall progress towards peace,"A set of mismanaged and premature media announcements byDonald Trumpand Tehran has led to the collapse of progress towards a peace settlement between Iran and the US. The recent missteps ended with Iran saying it wouldreinstate a complete block on the movement of commercial shipping through the strait of Hormuzand that it would not allow any of its stockpile of highly enriched uranium to be exported out of the country. The chain of events started when the Iranian foreign minister, Abbas Araghchi, posted on X on Friday soon after the markets opened in the US. “In line with the ceasefire in Lebanon the passage of all commercial vessels through the strait of Hormuz is declared completely open for the remaining period of the ceasefire [Lebanon ceasefire] on the coordinated route as already announced by the Ports and Maritime Organisation of the Islamic Rep of Iran.” His announcement knocked $12 off the price of a barrel of oil and was welcomed by Pakistan, whose officials had been in Tehran for three days trying to find a way to address Iranian preconditions for holding talks with the US. Araghchi’s post was potentially poorly framed or incomplete, and led to a big backlash, which was made worse by the fall in oil prices, and the news being welcomed and overinterpreted by Trump, who thanked Iran for opening the strait and agreeing to export its stockpile of uranium to the US. Some on Iranian social media even claimed that Araghchi’s post was designed to manipulate the markets. Iranian lawmaker Morteza Mahmoudi said if it wasn’t for wartime conditions, Araghchi should face impeachment over his remarks on X, accusing him of repeated “ill-timed” statements. Within minutes, Tasnim, a news agency close to the Islamic Revolutionary Guard Corps, described Araghchi’s post as either wrong or incomplete. It said the post was “published without the necessary and sufficient explanations, created various ambiguities regarding the conditions for passage, details and mechanisms of passage, and led to a great deal of criticism”. Hardline press such as Kayhan was still demanding Araghchi withdraw his post when the newspaper hit the streets on Saturday. Even those sympathetic to Araghchi inside Iran, like politician Mahmoud Sadeghi, said the announcement should have been made officially, and not through a post that could be open to misinterpretation. The renewed impasse led to Trump threatening to restart bombing next week after the ceasefire between the two sides expires on Wednesday. It also sets up another potentially dangerous confrontation in the strait, which has so far avoided a direct naval confrontation between the US and Iran. Iran also insisted it told mediators it was unwilling to restart talks with the US in Islamabad on Monday, as had been widely rumoured, because the demands by the US were excessive. Iran’s tough approach reflects the dominance of the IRGC in determining Iranian foreign policy, as well as IRGC’s fears that Araghchi was making premature and unnecessary concessions to Washington. IRGC resentment was compounded by a series of upbeat posts on Truth Social from Trump, which Mohammad Ghalibaf, the speaker of the parliament and effectively leader of the Iranian negotiating team, said contained many lies. Later it was stressed that Araghchi had meant the strait was open only to ships authorised by the IRGC Navy and using permitted designated routes after paying the required tolls. The foreign ministry spokesperson underlined this poin",https://www.theguardian.com/world/2026/apr/18/donald-trump-tehran-war-mismanaged-posts-progress-peace
The Guardian,India fails to pass bill to boost women’s representation after delimitation row,"The Indian government has failed to pass a bill to increase female representation in parliament after being accused of using the plan as a guise to redraw the country’s electoral map. It was the first time in 12 years in power that a constitutional amendment proposed by Narendra Modi’s Bharatiya Janata party (BJP) government was not passed by parliament. The failure followed a fierce debate, with the government accused of an “attack on democracy” after it tethered a bill reserving one-third of parliamentary seats for women to a wider, controversial exercise of “delimitation”. The process would redraw parliamentary constituencies along population lines based on the 2011 census, and would increase the number of MPs in the lower chamber from 543 to about 850. As a constitutional measure, the bill required a two-thirds majority, making it more challenging for the BJP and its National Democratic Alliance, which does not have an outright majority, to pass it. In the final tally, 298 MPs voted in favour and 230 against. India’s often fragmented opposition parties showed rare unity in fighting the bill. The Indian National Congress member Priyanka Gandhi Vadra called it an “open attack” on democracy, while another senior figure, Gaurav Gogoi, accused the Modi government of trying to “bulldoze” delimitation through the backdoor. Delimitation is one of the most divisive federal issues in India. It is particularly contentious in more prosperous southern states such as Tamil Nadu and Kerala, which have reduced population growth in recent years and fear their political representation would be penalised. Meanwhile, poorer, more populous northern states – considered the BJP’s political heartland – stand to gain the most seats if redrawn. The last time that India’s electoral map was redrawn was in 1971 and southern states want those boundaries frozen for another 25 years. MPs from Dravida Munnetra Kazhagam (DMK), which governs Tamil Nadu, arrived in parliament on Friday dressed in black in protest. The previous day, Tamil Nadu’s chief minister, MK Stalin, described the bill as a “punishment” for southern states and burned a copy outside parliament. Opposition MPs questioned why women’s representation had been linked to a much larger political exercise. Rahul Gandhi, a senior figure in the opposition Indian National Congress party, said: “The first truth is that this is not a women’s bill. This has nothing to do with the empowerment of women. This is an attempt to change the electoral map of India.” A bill reserving one-third of the seats for women was passed unanimously by parliament back in 2023, but its implementation has been delayed until at least 2029 due to certain electoral processes. The BJP said the new bill would speed up the implementation of female parliamentary quotas. Modi said: “Let all of us not miss this important opportunity to give reservation to women. I have come to appeal to you – do not see this from a political lens, this is in national interest.” In parliament, the home affairs minister, Amit Shah, said delimitation was needed to reflect population growth in a country of more than 1.4 billion people. “Every voter should have an equal value for their right, and post this expansion, we believe, they will,” he said on Friday. In response, the opposition MP Shashi Tharoor said that linking women’s reservations to delimitation “effectively holds the aspirations of Indian women hostage to one of the most contentious political exercis",https://www.theguardian.com/world/2026/apr/17/india-narendra-modi-women-representation-delimitationl
